ProductID,ProductCategory,Brand,Color,Size,Season,Material,Country,Price,Discount,Rating,Reviews,ShippingCost,Inventory,Promotion,SalesVolume,ProfitMargin,CostPerUnit,AdBudget,SalesRank,MonthlySales
11,home,Brand A,Red,L,Summer,Leather,Canada,128.8538123961806,0.005615142244984984,5.6834318316945645,10.840154443971162,59.24756858818405,89.42096551854931,0,331.4077273179437,70.47102557787997,107.06525293604038,31.70228646388736,-1538.293366461696,3397.6071271703986
12,home,Brand A,Blue,S,Spring,Polyester,Germany,129.59501214381677,-0.07988657475976865,4.216465613573233,22.67093423537911,29.815543335685074,102.3636163383848,0,402.9417692492739,57.147906017162384,98.01205573805598,80.80325501723584,-1907.456745478991,3143.072611298293
13,home,Brand A,Red,XL,Winter,Leather,UK,113.64648159019417,0.03509720087071445,6.331951040311147,32.192617055171254,72.68657519232046,98.36083605621235,1,339.7409987883424,75.04962901034233,102.00663544329679,67.15484968938229,-1564.5950940337796,2564.039870642197
14,home,Brand A,Blue,XL,Spring,Leather,Germany,127.67140066688296,-0.07306468323003566,4.615379435975853,32.6643978946136,25.955386190644198,91.00425057844471,0,371.33921431300035,50.2889783165357,100.5558418105978,40.55310377479135,-1736.3359360843306,3436.834223369934
15,sports,Brand C,Green,XL,Fall,Cotton,Germany,192.86270099383248,0.2364240924314906,5.347978943509513,32.4634881301785,0.37760059364201615,66.07464731458182,1,544.2141618462546,56.98022901251842,134.0119836026101,122.80544829434655,-2598.6904610075667,4181.271740214077
16,electronics,Brand C,Green,S,Spring,Leather,USA,108.08242470167075,0.23899674108193308,5.243745840380457,29.04009421883737,24.620513748454833,100.53978307554898,0,355.0405201860822,51.42892815231484,83.93760674244501,108.28315430242418,-1656.482915568104,3549.863183533474
17,sports,Brand B,Blue,XL,Spring,Polyester,Canada,164.8799049908382,0.11764200538812317,4.443752843420115,31.758248360446704,39.679988816802165,117.30941624798271,1,497.0115209985485,65.00571906324227,129.86023431566454,214.84404756656176,-2372.37499445084,3050.5934080314223
18,sports,Brand C,Blue,XL,Summer,Wool,UK,191.19546189880404,0.1936398237644351,4.444235671568364,33.54830979846016,69.53027011094736,139.8669824031983,0,491.97073601907215,94.66841279183741,153.3436220385899,129.89862346132944,-2335.1036726120883,2725.9855653312984
19,sports,Brand C,Green,L,Spring,Polyester,USA,208.3053922312291,0.234570589322665,4.503829960070987,10.804406834251282,31.407359380950332,117.86485290980076,0,495.0544415632283,74.85760012823965,158.74600441548378,45.183160916145596,-2360.747394980249,3559.621505034965
20,home,Brand A,Green,L,Fall,Wool,Germany,130.58998838149688,-0.03177630474050519,4.77906437340114,10.424388491321498,20.137246073152685,130.34347509216727,0,319.2363407804375,49.50367160792369,95.59154717257874,-2.8820956459540596,-1462.8843390387763,1530.8227062902756
21,clothing,Brand A,Red,M,Summer,Leather,USA,35.34899334034722,0.01955808130468767,5.9503764467708224,16.128545838071965,48.29204320051526,92.32310251801961,0,134.51472168699215,43.60772721718365,40.34093284158477,-13.976206443666065,-563.2521131668154,1559.1150255585433
22,electronics,Brand C,Green,M,Fall,Cotton,Germany,110.5728505371431,0.24523338084617874,4.927280213542282,16.062456254601017,0.897886979768962,66.59823248487531,1,291.09235443808313,27.534837452350683,75.34877771783701,91.9386076042563,-1326.7532949787337,2122.095910277916
23,clothing,Brand B,Blue,M,Spring,Leather,UK,66.379324494047,0.06355599537689696,4.0537355917003,20.322375283680636,35.0146959215635,105.42084272408505,0,233.2200218208425,30.24382013057507,58.021162435701875,50.35202810155465,-1052.0637933237451,1766.2089171995785
24,sports,Brand A,Red,S,Fall,Leather,Germany,167.93285849707527,0.021489706521726513,6.147811201408341,21.968761133952825,6.352323972367601,96.58432142113186,0,488.1955964399869,60.606697445464505,118.14624844907377,33.156719706297835,-2322.818046383727,2291.2552056369277
25,sports,Brand C,Blue,M,Fall,Wool,USA,182.96485313524406,0.23980908296565626,3.820515295990173,12.41703880698599,16.974788317975126,144.25532841044912,1,502.8294240811543,64.65849194444796,128.45682568141711,57.192683006575336,-2411.522874608235,3745.6752284732834
26,clothing,Brand C,Black,S,Spring,Polyester,USA,68.9325943198701,0.1462718463710848,3.134529281097632,25.970417992902462,46.434636454089706,123.95011582266335,1,278.2902161067235,40.46055768149233,64.87293583287986,109.74405264078806,-1273.6097174926247,2514.598337054665
27,clothing,Brand B,Red,S,Spring,Cotton,Germany,41.30617144031149,0.13116003102950538,6.100195072677239,21.708950874304684,25.133613338703054,79.08384011661434,0,157.14064312701453,24.305269688261596,36.86818652738439,95.73552932954429,-668.7854855896041,1717.2656317342569
28,clothing,Brand B,Blue,M,Summer,Cotton,Canada,46.93699754382549,0.08714100486502553,3.7811104723411613,20.980651528696143,42.44490304294651,68.60172087389951,0,162.412345229516,34.294022069311104,44.5127250140453,-77.66441414343632,-693.3832803619265,2389.6977931611523
29,sports,Brand A,Green,M,Summer,Cotton,USA,161.26013523578925,-0.049586956460134377,5.020721683529417,22.581343520221044,42.05610998959498,80.58347658978279,1,428.32266985554656,68.09654150048392,124.93112755032035,99.56012429991897,-2034.0253397406138,3253.4834118350664
30,sports,Brand B,Black,S,Winter,Cotton,Canada,167.74058063377794,0.03986019687408943,3.210033689302112,27.266435019378,81.3853242457439,66.54231947477794,0,459.381302716852,97.78275035871447,141.4506734268091,134.742019052724,-2180.1729442767273,3397.1835701302116
31,electronics,Brand C,Blue,L,Summer,Polyester,Canada,104.1472253003095,0.23809374554960627,3.72439303563247,14.182738528502917,54.621527111846156,105.69135261321789,0,313.5242105211844,53.980555819666066,88.57540755384795,46.125256160744925,-1455.6969995875575,3002.6010280636424
32,electronics,Brand C,Red,XL,Spring,Cotton,Canada,110.73096352562817,0.29302059874409203,6.247663344048791,33.39587996304039,19.82522200036093,65.62554222518985,0,351.79273989644065,41.996615677840936,82.68027025584037,122.15508266739192,-1640.9099847689056,2882.8132946413803
33,sports,Brand B,Blue,XL,Fall,Wool,Canada,182.21599687944527,0.08732238100430581,4.494016729579935,32.97192359558949,17.63403392979098,135.48240805305338,0,491.59360587346913,58.09215550764421,132.5629371500884,187.03242767840794,-2338.0054797247353,3327.35039498898
34,clothing,Brand B,Black,XL,Fall,Wool,USA,46.848544464520614,0.057904847473571074,3.456872942076523,28.900251615241604,21.159397431292618,136.71569482504373,0,221.98859549957695,23.579538439200704,43.119194931211084,96.01585074246347,-994.4188528398217,1890.3081239780372
35,clothing,Brand B,Red,L,Summer,Cotton,USA,40.042804174129806,0.15128918195731272,5.594537088001446,12.11348642721473,40.45766326382004,79.4747457212872,1,156.1020699976359,29.05510062525165,35.508316685649284,52.65280454481042,-660.2045863649221,1125.023408031713
36,electronics,Brand B,Black,S,Summer,Cotton,Canada,69.71930106499424,0.03621333866143057,3.37268402915916,26.81770132064181,45.26790367633275,57.87580766740127,1,216.0874905557036,45.219272628879295,58.25724401753967,-0.7782738570887417,-956.8796189736324,2063.7406265580657
37,sports,Brand A,Blue,M,Spring,Polyester,USA,159.6012473245008,-0.03957722587705582,4.081198962172096,15.095420325942863,28.28939559145308,127.05467806034626,1,414.43137484219415,61.40368858512394,121.00549166514283,169.10347680341422,-1954.4544503904274,3744.5890483498633
38,electronics,Brand B,Green,S,Fall,Polyester,Canada,91.85186112519771,0.1013298232877035,5.223005661778355,21.76279757166423,10.903744061364796,108.71258299566996,1,304.1307462959276,36.014021792220326,62.29986328998642,14.199698534866329,-1402.0965680632146,2788.378695962558
39,electronics,Brand A,Green,S,Winter,Cotton,Canada,49.96760462619141,-0.028160626464695214,5.168939459650845,29.41890363612277,74.09641907341455,75.69214665874205,1,223.68156885174596,58.85430964973473,56.10556245294242,72.58017936157538,-1009.6433315238825,1860.8392711255792
40,home,Brand C,Blue,M,Winter,Polyester,Canada,144.65190904915787,0.17956111674768493,3.8986466912482136,18.28347913495972,80.3973085407801,103.80170514467474,0,340.39541330463453,77.70656681205375,123.80626092450879,37.22440848670999,-1595.4435822144153,3189.2797713539157
41,home,Brand B,Blue,L,Summer,Leather,Germany,129.62052756588866,0.06734697687111443,3.6818171890553195,8.463766468396834,62.33932298784415,88.02673741240959,1,338.998085224162,70.8716926147503,109.25848854101137,16.514408169793178,-1576.220575865938,2964.7293507408804
42,home,Brand A,Blue,XL,Winter,Cotton,UK,106.66879497796225,-0.05730202883056845,4.395891713836464,33.445840156238226,65.7550907982902,71.1759436145475,0,320.1185706562565,56.961806475929976,93.14185667189807,130.8185947396725,-1477.5134801900374,2286.3691909365
43,clothing,Brand B,Red,XL,Spring,Polyester,USA,49.653407152324334,0.1453190009454001,6.385029309232834,30.58195281108659,36.08520152983326,124.2783828206612,0,263.5362352984898,33.19323218818479,45.286595559740704,122.63009584769907,-1199.6206912585396,3125.8956768693292
44,sports,Brand C,Black,S,Winter,Wool,USA,199.02360330917514,0.19721152605356165,3.228415985310733,28.839241138375876,94.02213874248436,140.24920776076223,1,546.2601809236826,109.55196290977194,165.8638017086336,55.20306321424834,-2607.3627323464325,2986.994827785289
45,sports,Brand C,Black,L,Summer,Cotton,Canada,207.7230772528739,0.16997741619013354,2.751797264196494,9.853584572125136,51.70497725733194,68.50056402340351,0,401.3395002367065,86.51173809196077,158.40249909445208,104.6945723092512,-1904.733379223392,2993.8805831616587
46,sports,Brand C,Black,XL,Spring,Cotton,Germany,189.29970412182138,0.17078373680882628,3.6252332752277936,34.688719927322744,36.54525074939028,69.87952394600285,1,516.3544108975492,77.10786704934854,142.84121366233532,96.11233885165045,-2472.6499832275063,3104.434078908456
47,sports,Brand B,Blue,L,Fall,Wool,Germany,187.74355895299462,0.06607898221878879,3.8250722551170515,4.11196053497647,19.118988619937472,139.19457075895244,1,423.96338362739806,67.56623396812411,138.07799699928484,26.10395110365458,-2000.9076438927937,3766.469163706972
48,home,Brand B,Black,M,Spring,Wool,USA,122.37616369977202,0.047785274412539235,2.9139136546029034,17.692867849429987,36.35412845352155,148.32497557502668,0,301.732001401535,57.797993477993415,97.82964494963892,16.209970906760688,-1384.0585348924965,1800.3517991477527
49,clothing,Brand A,Blue,S,Summer,Polyester,Canada,23.584091702498334,-0.027948493110560982,4.219509033781132,25.59940891281893,58.74385883968872,107.43043075844311,0,91.40269236721224,30.438196551837045,34.492676246510364,-1.0267220470696046,-345.8702325049051,905.4253764868562
50,clothing,Brand C,Red,S,Summer,Wool,USA,63.59729596661843,0.23435995707900467,6.028683655906313,26.12378938183643,59.965976700124585,147.26631560017196,0,270.5026147462481,54.47046294463109,65.05825993349079,66.82773852422672,-1225.3492187760949,3673.0134269761693
51,home,Brand B,Green,L,Winter,Leather,Canada,124.00836120634573,0.10109302548006699,4.729193141884045,14.16874976233726,76.42353643858303,86.33816743980026,1,375.82271233844244,73.90216931231792,109.8044420898932,176.11950084894505,-1756.6989025137611,2945.718493739291
52,clothing,Brand C,Blue,XL,Winter,Cotton,Canada,55.180721918088885,0.20565942864849993,4.622287779375084,30.73102895412674,76.15629984336469,66.77110820888392,0,183.40094654845984,46.34593810628996,63.11879201025062,88.09299395783722,-797.1556590509349,2362.128247593244
53,home,Brand C,Blue,L,Fall,Leather,UK,153.71751179951568,0.1700467867742358,3.6750940590440555,2.7245316038266907,9.319205479564497,86.17915173973472,0,404.9580304265004,46.16556983051488,109.86996170575782,93.94086526175121,-1918.5772418901734,3034.7458825608783
54,sports,Brand A,Green,M,Fall,Polyester,Canada,160.01472261999734,-0.02741169725139714,4.98753808275142,14.608004366301982,11.145999361611773,109.53491252291484,0,474.4140114190541,47.287147839008426,116.26843055957663,89.36985681834659,-2263.742020244868,3174.936659781364
55,home,Brand A,Green,XL,Summer,Wool,UK,106.61908137609905,-0.03199660557703199,5.548945518193975,33.621677932821115,60.72209332905092,137.11437836815463,1,349.26579488556405,59.769127213150895,96.66847575973507,-11.237430458784473,-1623.6141902472027,3181.915086137802
56,sports,Brand A,Red,XL,Summer,Cotton,USA,154.1796732524175,0.0002365335050242539,6.332189028158215,31.210419077764087,48.28601647050203,86.40095683984072,0,403.58507879723146,66.0970487781562,122.76719770811543,49.76585726762861,-1898.4572168102661,3006.4847742790953
57,sports,Brand A,Black,L,Summer,Wool,USA,157.3412289869735,-0.11488588995513002,2.8019076464817463,14.877041687904327,66.80552489409003,145.57115281175132,0,407.9430403431075,72.96253998549345,132.57500192118704,138.64807389478764,-1919.045757024314,2649.711623459414
58,electronics,Brand C,Blue,M,Fall,Wool,Germany,106.93770315579269,0.2109314999812759,4.12173888152003,12.416144959103972,11.230143699892935,128.2563116964072,0,336.36408479444293,29.314090532447455,78.24554343862738,114.82613295423502,-1558.9446205508375,3194.5270870239647
59,home,Brand A,Black,XL,Summer,Polyester,UK,112.5662306065124,-0.11614770163456634,3.377538293416924,33.002067511367486,53.229097746300916,116.0392112212111,0,393.47660248083605,60.277894029904814,92.25688478429412,15.163506675947147,-1851.2155200199466,3634.659011465007
60,electronics,Brand A,Blue,S,Fall,Polyester,USA,47.065457439563644,-0.07571564000232921,4.086143726344577,24.766665506021305,10.219902687733203,119.60984385417947,0,205.7655236482641,26.34620909541186,36.32804074683419,26.58383396055502,-907.9392491893,2469.1308986734934
61,home,Brand A,Red,M,Summer,Polyester,UK,123.67820486881338,0.005025014837008036,5.742274477792302,17.24982203242916,51.666986288345015,122.22349668828224,1,327.6338456824247,63.70954375528784,103.04350518136735,-1.1256671947797514,-1517.3944663823872,3116.6890725184658
62,home,Brand A,Green,XL,Spring,Polyester,USA,122.26990274790757,-0.004498381095309718,5.463085007227695,30.39763705800293,25.94176955808127,129.8670520164264,1,386.7263047629853,46.77749050240598,94.96999335959455,112.31092083584197,-1797.9390186334952,3125.8486526559
63,electronics,Brand C,Red,L,Spring,Cotton,UK,90.40679770275116,0.2887741529496808,5.525831510034002,9.711464836555045,18.179037758833577,80.99253677677521,0,255.07162219320998,30.883841407504228,67.37584261182485,71.07943114438741,-1161.3720217807088,2737.904963146877
64,electronics,Brand A,Green,XL,Summer,Leather,UK,60.22269014496193,-0.01265310130811873,5.443574419551073,32.58045723653013,54.40553308762143,106.92792970916022,0,251.02558439418894,38.87821858877793,66.00990318043813,-21.263025308437058,-1130.4719583635106,1756.3231514183171
65,home,Brand C,Black,S,Spring,Leather,Canada,158.83288291368805,0.2179668853581357,3.3675501290985497,25.189694535825538,29.673791476984064,89.61952065207221,0,414.9889309252122,61.15093671097949,122.24464791179794,113.17370593667567,-1961.9837870498711,3326.803436224214
66,clothing,Brand B,Black,M,Fall,Cotton,USA,39.64327307326141,0.051767810534413226,2.9258452418490224,15.759485091035877,-2.2203057705727263,77.12727365071216,1,184.5963973056501,9.884941941016104,29.4973464932839,80.85560381408965,-806.0877799182884,1999.019482078225
67,sports,Brand C,Red,XL,Winter,Wool,Germany,197.1174421655683,0.25963101775612185,6.269603856773192,36.7585214183973,82.80400298151253,125.06187239753162,1,484.29405736377737,103.3697460307367,164.4826406338628,134.9527995499471,-2302.5417681542654,3045.266083300352
68,electronics,Brand C,Green,S,Spring,Cotton,Canada,94.12250567559053,0.23536830489894484,5.2150259979977145,26.757942291824136,25.176138327346205,62.400443604349164,0,308.6334451353349,39.01657855508498,71.75743299047903,49.786843623376285,-1436.4827560766676,3635.94271257302
69,sports,Brand A,Red,XL,Winter,Leather,Germany,166.6279519372355,-0.008128104007309098,6.350598321231274,35.2282805961708,77.40290485050907,89.7323344107092,1,508.0885232890736,95.73380741279344,138.9234193073256,131.39618143901572,-2397.230918078085,3742.4566332741147
70,clothing,Brand B,Green,XL,Spring,Leather,UK,32.820710266005115,0.10813195243910333,5.151299797949866,31.12522399142195,35.378641314426176,93.61293260925345,0,182.0372135507347,21.053117151418743,34.713568317003414,84.54008658471125,-797.2789999782646,1398.8475106217652
71,clothing,Brand B,Green,M,Fall,Cotton,Canada,46.272090266871,0.10261859840888976,5.061665949419052,14.562277078434384,-12.552663933686082,67.27171973597073,0,182.6672706934038,1.9731931303940167,24.934172827768844,-70.27126212621073,-810.716268873485,1849.0884522507718
72,clothing,Brand B,Black,L,Spring,Polyester,UK,45.61819372858948,0.024105328994811128,2.807677179202768,3.2738265710403214,26.266317713518852,116.09675418386153,0,111.66415474969469,28.868065087027592,38.86338885592744,54.273589573257894,-447.293873895775,1733.6559762726677
73,electronics,Brand B,Black,L,Spring,Wool,USA,65.66303564049035,0.06143857071204991,2.7144406991457775,9.36069917200028,45.51904693925246,142.37334389399606,1,240.13011204340586,40.10660907756658,58.511288017351745,-45.471287059197735,-1091.8713152600217,2907.298192383985
74,clothing,Brand C,Green,S,Summer,Cotton,USA,58.04225812952218,0.2665342903629207,5.105946928284586,25.67405145302259,49.02799304051591,94.20785253539847,0,254.35205008639278,39.10206543050684,56.55038575663395,25.9990326020922,-1164.6043340919418,2649.6176575599957
75,electronics,Brand B,Green,S,Winter,Leather,Germany,79.12282904546615,0.11443486306282546,5.218061080334416,29.031579075169162,80.4915839862756,96.37969182028297,0,325.6447173816671,60.05945570829892,77.54683860721043,53.36173170166494,-1507.5262700188691,2829.199445930579
76,clothing,Brand C,Green,S,Winter,Polyester,USA,67.73253649301927,0.22658433250234267,5.143546057708482,26.47402515750545,77.19219286545338,123.34772563334946,0,179.40381047273593,51.9661481243961,74.59162971943401,64.73388355920356,-784.6561324275419,2181.108412491131
77,sports,Brand C,Black,M,Fall,Wool,Germany,191.93364281284673,0.1811661179521203,2.9977579409092,17.423896243485935,15.554364933872826,137.30928971252487,0,497.99529360685705,54.82538972344065,145.47048368778027,95.04223952874904,-2391.201828622249,3436.5910628613747
78,sports,Brand C,Black,L,Fall,Leather,UK,187.10868275736755,0.16649876981932732,2.7675483493284028,6.584483842402573,-0.552262456601242,92.96590521343992,0,394.20888375224513,52.48249294533383,131.6768348546797,113.901202594012,-1858.8236697505133,2961.7859203466983
79,home,Brand B,Blue,S,Winter,Wool,Canada,145.75724144924828,0.10261795112544742,4.10790626888205,29.937786712121124,75.80911625055167,122.75238095373959,0,425.70853964767883,75.94134621617525,127.26077648827115,60.22926217767704,-2010.2880399611324,3892.6337289448547
80,sports,Brand A,Green,S,Summer,Polyester,USA,141.0430272245473,-0.048843864155919445,5.111958900088873,25.318347583263357,59.022410234072396,126.58142034881627,0,380.0168168522841,73.3083380546721,117.42954069392096,109.82773643878582,-1775.9244937611343,4197.912651621162
81,home,Brand A,Blue,XL,Summer,Leather,UK,135.08838651226105,-0.04572240516012903,4.410534443578891,35.00004858115185,59.570865842697906,96.99786071670805,1,426.0035956830576,70.13877987069566,111.25219887520697,109.79068058255159,-2018.764367132521,4277.054754443138
82,sports,Brand B,Green,XL,Winter,Polyester,Canada,193.58294659825842,0.12357630364833183,5.311525787213098,32.889588176776755,80.81502041009333,107.61343516168586,1,537.0797279425877,95.32981821473697,157.77721868145238,119.10475164409031,-2556.385166491856,3054.370009201556
83,electronics,Brand A,Black,S,Spring,Cotton,UK,67.65883664100978,-0.07488983329397739,3.2590611634126367,20.006955494800316,19.750539891736622,71.28576937913485,0,235.97724780454786,27.62036549869259,53.97188163559847,29.918565326501458,-1077.0397751271748,1751.6902373935213
84,sports,Brand A,Blue,XL,Winter,Cotton,Germany,168.95917183690727,-0.05494865910807304,4.477800023907743,35.586165017840045,64.39072996418963,69.63072162892844,1,463.52947979494303,88.44880705841997,136.13919373214094,82.24483624085798,-2197.5622653041246,3116.510316340458
85,home,Brand C,Blue,XL,Spring,Wool,UK,150.17559525922542,0.20607703276268133,4.5980164947487285,32.09308343179423,46.39765606154029,134.95245100174293,1,442.77967315307535,64.23394371130762,120.96904205425024,86.04438570568959,-2099.5646857075017,3480.238677119786
86,home,Brand C,Red,XL,Winter,Polyester,Germany,120.47005729091183,0.3284297751926701,6.269714965799799,35.80762994580356,82.0583362049559,109.59510323401571,0,401.2834604011684,81.83100400394584,107.66024544673185,43.11919227706652,-1891.7848247471857,2240.0810695849914
87,clothing,Brand B,Green,M,Spring,Polyester,Germany,40.93401386989534,0.09330527030085069,4.9975240153693195,16.088262232507365,35.602631217522315,122.72493516555829,0,184.87477747320057,36.83880364234931,39.775613750232765,33.68745455135763,-803.5621392513078,1597.4667288088165
88,electronics,Brand B,Black,S,Summer,Wool,USA,73.65849967197163,0.057320215847991116,3.3740817562350065,25.530175668150342,56.93704083254845,152.60448809587123,0,287.7416751895865,52.01880581826302,66.92739466088388,72.3253298035325,-1319.1476047283616,2703.4010218719254
89,sports,Brand A,Red,S,Winter,Wool,Germany,146.51294223580175,0.009382494272543982,6.2012154706376,29.617396118679256,82.90085843237138,137.69152768643409,0,375.5604432340539,83.49508214223368,125.5783660692958,77.37406574016501,-1758.798013871413,2356.1131528661235
90,clothing,Brand C,Red,XL,Fall,Wool,Germany,53.9377815545378,0.2874253798114152,6.296005317115515,33.7677870047121,21.174318202637828,132.48265791861814,1,250.407834087814,25.850527249980466,46.89715094974216,-2.1832062083187154,-1131.2973132616382,2543.529433800544
91,sports,Brand B,Green,M,Spring,Cotton,UK,172.31058365261757,0.1175972824823761,4.87755094611808,21.841488312784772,20.70075687076199,74.06376828931117,0,431.5706886073316,65.88049205591436,125.90498616051975,73.1660613910517,-2041.135786799734,3742.9783583436724
92,sports,Brand B,Red,XL,Summer,Wool,Germany,186.98660739223803,0.12314088431379108,6.497605388152085,36.25566614842421,60.899064225771625,126.82690996384542,0,533.1755389639908,84.82125666712349,148.3485525790367,110.06071049133038,-2541.1771311598327,4336.301919365818
93,clothing,Brand B,Green,M,Fall,Cotton,Germany,34.52429726476852,0.08400101476314381,4.889829332120608,10.158042698817006,12.551608017402627,73.70809996280992,0,163.22233936465676,28.580623390102215,26.63937741984943,11.097982916477267,-712.1459131976114,2058.555870146819
94,clothing,Brand B,Red,S,Summer,Wool,UK,38.101076559959964,0.11924677645262816,6.10324387570256,28.43511622449275,64.50445918472407,143.36888346304124,0,182.6232890344321,39.72127970368178,45.01712351430165,46.815546515501914,-794.9880579982607,2435.0736643340138
95,clothing,Brand B,Green,XL,Spring,Polyester,Canada,55.722582817262385,0.10192596876307063,5.3389188023476715,34.20965508551618,34.13470505375686,110.89040523917936,0,246.12043676622778,37.267093433778626,49.03192684094613,23.795439424724407,-1118.3278891068617,1541.043765908835
96,clothing,Brand B,Black,S,Winter,Polyester,USA,40.21222254422623,0.04792243235035457,3.308970539509099,28.06515297279687,80.97400916812643,122.50953406345164,0,195.0140129648827,57.252863023347004,48.39238990918417,47.67716520577065,-854.2958765082982,2340.738082196178
97,clothing,Brand A,Green,M,Summer,Wool,UK,22.164562317176,-0.038677526908547574,4.662397231097523,20.454473965636723,60.766493648797685,140.3396943994161,1,172.16438059962556,28.927453194996467,35.27135464266602,67.96642535704628,-768.2899079668136,2987.151448616016
98,sports,Brand C,Green,L,Winter,Wool,Germany,198.15024481682215,0.21789558160262984,4.587922035116287,13.520323660276448,87.12241058171828,131.9053423346528,1,506.8155603398754,104.12928551154053,165.53088176958892,83.8313475496043,-2422.033584093044,2635.4793740241007
99,clothing,Brand C,Blue,M,Winter,Cotton,UK,62.108806649806105,0.23105013520937565,3.8522661505955256,20.503857720398475,79.68929157181589,75.61145039839771,0,224.45301700080356,56.92496586726659,69.1371217458125,63.46723188368021,-1001.7495991864923,2674.953026814302
100,electronics,Brand B,Black,L,Summer,Leather,Canada,87.30826387915319,0.012185280627857675,2.911315829206285,11.37316033837373,54.55792749855075,81.93167147699752,0,215.94107944919253,51.86680198579581,80.07328833196186,102.80370727246502,-968.5683101453182,2352.042976675547
101,home,Brand C,Black,S,Summer,Cotton,UK,154.5624695544144,0.18833009890442004,3.2548100553441044,25.22513901121636,38.683602005295995,75.35338974261434,1,471.3661534698015,70.78849657701274,119.99069520729884,86.05227116413351,-2249.679376558669,4197.811756386975
102,clothing,Brand C,Black,S,Summer,Polyester,UK,44.32576581230871,0.16370688274814582,3.211413416985157,22.65380326151213,56.13809228153172,118.51767464941162,0,227.300705892221,40.26090370395456,48.07701943152433,77.32652840114622,-1049.148551404655,1467.901466053534
103,clothing,Brand C,Red,XL,Winter,Wool,UK,50.98365021004305,0.30491896757634895,6.325410986876929,32.24514023417957,88.00626402227354,134.91636409207572,0,232.37314592245912,66.45569409568225,63.284161678270486,18.419136248600513,-1036.1196833939598,1629.568193133529
104,sports,Brand B,Blue,L,Fall,Polyester,UK,194.81181030733546,0.06639016766947801,3.5725438286032665,8.83393469325949,4.136418285912836,111.28385826954056,0,484.3651213877374,54.21410131036112,134.97671158878487,109.40090389104206,-2302.5947591215736,4275.245818464336
105,clothing,Brand B,Black,M,Spring,Leather,Germany,11.704669123451879,0.007746716863293826,3.1276525508982376,14.615042968569618,26.824941629402346,92.57311741811556,0,130.51780939219688,11.083271162997125,15.524394535897969,9.144813129865526,-543.2692485097785,595.3650641762526
106,clothing,Brand C,Red,S,Fall,Cotton,UK,50.07429464152236,0.27977612255435774,6.0711198872343894,19.407647774939267,-4.801248982261255,78.51831994108485,0,175.91375358521643,11.047166607228586,35.56948769962122,-58.947430075474934,-753.1634810325812,831.837651297436
